repoName,id,title,url,lockReason,timelineCount,labels,fixUrl,fixUrlCount,tf_idf
mikeywaites/kim,MDU6SXNzdWUyNDQxNDE0NzA=,Support more formatting options for Datetime and Date fields,https://github.com/mikeywaites/kim/issues/157,,18,['Enhancement'],https://github.com/mikeywaites/kim/commit/40dddb885e76889e5316f1f0fd779178b6a83293,8,0.0
wagtail/wagtail,I_kwDOAPtzhM58xDUS,"Add system checks for `WAGTAIL_DATE_FORMAT`, `WAGTAIL_DATETIME_FORMAT`, `WAGTAIL_TIME_FORMAT` being listed in Django configured formats",https://github.com/wagtail/wagtail/issues/11504,,19,"['type:Enhancement', 'component:UI localization', 'component:Checks']",https://github.com/wagtail/wagtail/pull/6168,6,0.0
wagtail/wagtail,I_kwDOAPtzhM5htF2G,🎛️ Migrate datetime picker widgets to a Stimulus Controller `w-date`,https://github.com/wagtail/wagtail/issues/10260,,20,"['type:Enhancement', 'javascript']",https://github.com/lb-/wagtail/commit/bed4a5e3c6cbffaca88d33e3a5664f5196f4721c,13,0.0
wagtail/wagtail,MDU6SXNzdWUyMzAwMDY2Mjc=,Wrong z-index of date/time/datetime pickers,https://github.com/wagtail/wagtail/issues/3604,,23,"['type:Bug', 'component:Frontend']",https://github.com/lb-/wagtail/commit/375c1276cf229e43be6ca88c994fa79ffef5a3bb,6,0.0
wagtail/wagtail,I_kwDOAPtzhM5hI068,Timezone handling buggy since 4.1.3/4.2.1,https://github.com/wagtail/wagtail/issues/10243,,21,"['type:Bug', 'Release blocker']",https://github.com/th3hamm0r/wagtail/commit/baf96746828c9e03145784df2e5a2300ac151ab4,9,0.040294532155041536
wagtail/wagtail,MDU6SXNzdWUxMTg2MjQyMDU=,DateTime picker z-index below modal,https://github.com/wagtail/wagtail/issues/1958,,17,"['type:Bug', 'component:Frontend']",https://github.com/wagtail/wagtail/pull/2091,1,0.0
wagtail/wagtail,MDU6SXNzdWUxOTQwMzExNDA=,Make timezone configurable on a per-user basis,https://github.com/wagtail/wagtail/issues/3205,,27,['type:Enhancement'],https://github.com/wagtail/wagtail/pull/4461,1,0.05236921177641629
wagtail/wagtail,MDU6SXNzdWU2ODM1MzE1MDA=,localtime() cannot be applied to a naive datetime,https://github.com/wagtail/wagtail/issues/6345,,9,['type:Bug'],https://github.com/gasman/wagtail/commit/8dd7ecebca2521bd411354a6995fccfc9c9900d8,4,0.25245284740439056
wagtail/wagtail,MDU6SXNzdWUxODU0MjE4MjU=,Drop downs in date / datetime widget are unusable on Macbook's touchpad,https://github.com/wagtail/wagtail/issues/3113,,20,"['type:Bug', 'size:Small', 'component:Frontend', 'sprint:Arnhem2017']",https://github.com/wagtail/wagtail/pull/3493,1,0.0
wagtail/wagtail,MDU6SXNzdWUzODAwMTA0Nw==,Datetime picker for golive/expiry reverts to the current date when returning to the edit page,https://github.com/wagtail/wagtail/issues/479,,8,['type:Bug'],https://github.com/wagtail/wagtail/commit/b483be7106efef4b7b682647d684edb5ae09ee43,4,0.0
wagtail/wagtail,MDU6SXNzdWU1ODQ1MTE1OA==,DateTime and Date Form Field,https://github.com/wagtail/wagtail/issues/1016,,6,[],https://github.com/wagtail/bakerydemo/pull/73,1,0.047011227022218514
IronLanguages/ironpython3,I_kwDOAQd1ks5pzt9V,Use _strptime for datetime parsing,https://github.com/IronLanguages/ironpython3/issues/1701,,3,[],https://github.com/IronLanguages/ironpython3/pull/1702,2,0.0
IronLanguages/ironpython3,MDU6SXNzdWU4MzQyMTY2Mzk=,datetime.astimezone argument should be optional,https://github.com/IronLanguages/ironpython3/issues/1136,,3,"[""What's New In Python 3.3""]",https://github.com/IronLanguages/ironpython3/pull/1704,2,0.0
IronLanguages/ironpython3,MDU6SXNzdWU4MzEyNzcxMDQ=,Missing _datetime.timezone,https://github.com/IronLanguages/ironpython3/issues/1133,,4,"[""What's New In Python 3.2""]",https://github.com/IronLanguages/ironpython3/pull/1137,2,0.0
mozilla/MozDef,MDU6SXNzdWUyMTQxMzE2MDM=,WebUI: Display timezone in date/time fields,https://github.com/mozilla/MozDef/issues/396,,10,"['category:enhancement', 'priority:low']",https://github.com/mozilla/MozDef/pull/576,1,0.0
catkin/catkin_tools,MDU6SXNzdWUxNTA0NzE3MDQ=,elapsed time does not format correctly when when greater than one hour and minutes are zero,https://github.com/catkin/catkin_tools/issues/356,,13,['bug'],https://github.com/catkin/catkin_tools/commit/ab9a2fe64a7befc3c3870b35ba50d090751cd17b,5,0.08243762832798084
elastic/elasticsearch-dsl-py,MDU6SXNzdWUxOTc2NTkxNzI=,DateField returns datetime instead of date,https://github.com/elastic/elasticsearch-dsl-py/issues/544,,17,[],https://github.com/elastic/elasticsearch-dsl-py/pull/724,1,0.0996022265949187
elastic/elasticsearch-dsl-py,MDU6SXNzdWUyNjU0MzQ3ODc=,Datetimes dropping miliseconds,https://github.com/elastic/elasticsearch-dsl-py/issues/750,,5,[],https://github.com/elastic/elasticsearch-dsl-py/pull/752,3,0.42416327652557745
xlwings/xlwings,I_kwDOARAI285UI8Qn,Reader: add DateTime support for xls and xlsb,https://github.com/xlwings/xlwings/issues/2059,,4,['engine: reader [calamine]'],https://github.com/xlwings/xlwings/pull/2268,2,0.0
xlwings/xlwings,MDU6SXNzdWU5NDc2OTc2MjM=,reports: add datetime and arithmetic filters,https://github.com/xlwings/xlwings/issues/1660,,6,['PRO'],https://github.com/xlwings/xlwings/pull/1674,2,0.0
xlwings/xlwings,MDU6SXNzdWUyMjQwMTUyODY=,FutureWarning: to_datetime is deprecated,https://github.com/xlwings/xlwings/issues/664,,4,['bug'],https://github.com/xlwings/xlwings/commit/7790439c2c9fd09cc90a1d083297fd1a24461073,1,0.0
xlwings/xlwings,MDU6SXNzdWUzNTU5MTQ4Nw==,Make datetime timezone-naive and get rid of pytz dependency,https://github.com/xlwings/xlwings/issues/29,,9,[],https://github.com/xlwings/xlwings/commit/5af4d0a82db447b52e20880c61e618efc6a07207,2,0.0
xlwings/xlwings,MDU6SXNzdWUzODUwODAxMQ==,"sometimes, datetime objects in lists don't get formatted on Excel (Windows only)",https://github.com/xlwings/xlwings/issues/43,,12,['wontfix'],https://github.com/xlwings/xlwings/commit/48bba0c6a7156fd73016d9e0cc5e0dba3379b3c1,1,0.4795145156266289
tkem/cachetools,MDU6SXNzdWU5NTgzMTg2NzM=,Add support for datetime.timedelta  for TTLCache TTL,https://github.com/tkem/cachetools/issues/216,,8,[],https://github.com/tkem/cachetools/commit/c0162c5163b498dc31995f88147b868872ae20d4,2,0.07026477276947811
DMOJ/online-judge,I_kwDOAQ3dRc5KRV53,Registration's timezone detection is broken,https://github.com/DMOJ/online-judge/issues/1943,,3,[],https://github.com/DMOJ/online-judge/pull/1944,2,0.28433409181293
DMOJ/online-judge,MDU6SXNzdWUyNzg3NTgwOTM=,"In profile edit and registration, rename ""Location"" to ""Timezone""",https://github.com/DMOJ/online-judge/issues/637,,9,"['enhancement', 'ui', 'easy']",https://github.com/DMOJ/online-judge/commit/a7769b2b9dbe54274fecf87bef263c6bf8394de7,2,0.5600416542606251
DMOJ/online-judge,MDU6SXNzdWUyNDU5Mzg2MTI=,Contest ranking scoreboard is timezone-sensitive,https://github.com/DMOJ/online-judge/issues/606,,4,[],https://github.com/DMOJ/online-judge/commit/e04af3beac46393ed242659aff13c44e24d0b6ec,1,0.14927539820178826
DMOJ/online-judge,MDU6SXNzdWU2NDM3MTAwMA==,Interactive timezone map on registration/user edit views,https://github.com/DMOJ/online-judge/issues/49,,58,"['enhancement', 'ui']",https://github.com/DMOJ/online-judge/commit/da4aadbe194671a543bb7f19c446e33422a1ebd7,36,0.142167045906465
danforthcenter/plantcv,MDU6SXNzdWU1MTE2MDA0MTc=,Add datetime format option to plantcv-workflow,https://github.com/danforthcenter/plantcv/issues/473,,9,['new feature'],https://github.com/danforthcenter/plantcv/pull/454,3,0.18641068116721896
brutasse/graphite-api,MDU6SXNzdWU0MTI4ODM2Mg==,astimezone() cannot be applied to a naive datetime,https://github.com/brutasse/graphite-api/issues/51,,23,[],https://github.com/Dieterbe/graphite-api/pull/2,2,0.1391438051808494
avocado-framework/avocado,MDU6SXNzdWU2ODgxNDc5NDM=,"Test ""elapsed time"" for avocado-instrumented is broken",https://github.com/avocado-framework/avocado/issues/4160,,8,"['bug', 'nrunner']",https://github.com/clebergnu/avocado/commit/cfad86e40a25108122d046091a0e001a3f4cf6fc,3,0.0
WattTime/pyiso,MDU6SXNzdWUyODM3NjcxNjQ=,PEI client does not conform to POSIX-style timezone names,https://github.com/WattTime/pyiso/issues/190,,4,[],https://github.com/r24mille/pyiso/commit/d4ac7ac7ee540146235fcfbd1e57197f96f0b4b2,4,0.0
WattTime/pyiso,MDU6SXNzdWUyNzYyNTk5NzA=,All of the Canadian clients return datetime data type for 'timestamp',https://github.com/WattTime/pyiso/issues/181,,12,[],https://github.com/r24mille/pyiso/commit/99c7ebaeff98e25c3469e472fc5620d129795020,12,0.0
exxeleron/qPython,MDU6SXNzdWU0MzM0NDIwOA==,Needs utility for casting from qtemporals (or raw temporals) into datetimes,https://github.com/exxeleron/qPython/issues/6,,10,[],https://github.com/exxeleron/qPython/pull/9,3,0.07791225512397218
cackharot/suds-py3,MDU6SXNzdWUxMjE3MTA4MTE=,"Time, Date and Datetime doesn't exist in module datetime",https://github.com/cackharot/suds-py3/issues/7,,11,[],https://github.com/victorjabur/suds-py3/commit/bbfad896dfb22aee9f77647df6368bec9af2bbb8,4,0.055757501817049866
NaturalHistoryMuseum/inselect,MDU6SXNzdWUxODI4ODg0NTA=,Command-line option to print elapsed time for which document was open,https://github.com/NaturalHistoryMuseum/inselect/issues/362,,8,['enhancement'],https://github.com/NaturalHistoryMuseum/inselect/commit/4cef0fd3d1313f856cf01530fd3a0f0006635935,4,0.0
pallets/click,MDU6SXNzdWU5MzAzMzUzMTI=,missing documentation for DateTime type,https://github.com/pallets/click/issues/1974,RESOLVED,6,['docs'],https://github.com/pallets/click/pull/1975,1,0.0
StackStorm/st2,MDU6SXNzdWUxNTU0OTc2OTg=,Missing dependency pytz in requirements.txt,https://github.com/StackStorm/st2/issues/2689,,9,[],https://github.com/StackStorm/st2/pull/2690,1,0.10635343009965195
wireservice/agate,MDU6SXNzdWUxOTgwMTY1MTc=,Over-aggressive datetime inference,https://github.com/wireservice/agate/issues/653,,8,['bug'],https://github.com/wireservice/agate/commit/7806232f9dc70d5bf8bccc081469e161938096e7,1,0.11408275001660376
wireservice/agate,MDU6SXNzdWUxNDA2OTgyNTU=,DateTime string inferred as Date,https://github.com/wireservice/agate/issues/568,,5,['bug'],https://github.com/wireservice/agate/commit/d1d3a38e70930fcd11754472ee89f2b86be8287e,1,0.0
wireservice/agate,MDU6SXNzdWUxMjgyODg1Nzk=,"Rendered datetimes do not include T seperator (to_csv, print_csv)",https://github.com/wireservice/agate/issues/427,,11,['bug'],https://github.com/wireservice/agate/commit/ce4e344ab89f00e1d1b2e3f2de1d15214ee84e29,1,0.13700414732189395
wireservice/agate,MDU6SXNzdWUxMTQ2MzUyNTU=,"Table.to_json doesn't support Date, DateTime or TimeDelta",https://github.com/wireservice/agate/issues/376,,5,['bug'],https://github.com/wireservice/agate/commit/5ef89157ad1ebc7ee581da759ea12b96600c3b6a,2,0.0
wireservice/agate,MDU6SXNzdWUxMTQyODkzNjE=,Date and DateTime test methods don't take into account specified format string,https://github.com/wireservice/agate/issues/361,,4,['bug'],https://github.com/wireservice/agate/commit/acb7406e48a0a0e826b2d4de52d8e88987ea1d53,1,0.0
wireservice/agate,MDU6SXNzdWUzMjg1MTgxNw==,Cookbook: working with datetimes,https://github.com/wireservice/agate/issues/113,,9,['documentation'],https://github.com/wireservice/agate/commit/46a870d0b15f7a46264a0023b4cce546c8f9d4c1,1,0.0
itamarst/eliot,MDU6SXNzdWU0NzY0Mzk4MTM=,Support outputting times in local timezone in eliot-prettyprint,https://github.com/itamarst/eliot/issues/428,,5,[],https://github.com/itamarst/eliot/pull/431,2,0.2120949552458623
cloudera/impyla,I_kwDOAR6TNc5FEi1U,datetime object is not correctly quoted in when performing substitution using format statement,https://github.com/cloudera/impyla/issues/487,,4,[],https://github.com/cloudera/impyla/commit/25ec69fba455511c3a94dca803685396a1a81340,3,0.0
cloudera/impyla,MDU6SXNzdWU2NjIwODI0ODA=,Impala DATE is retrieved as str and not datetime.date,https://github.com/cloudera/impyla/issues/410,,5,[],https://github.com/timarmstrong/impyla/commit/fc010737e733efbd4a72a3002c14391d31fd3e5c,2,0.0
cloudera/impyla,MDU6SXNzdWUxNDc2MjM5NTQ=,Conversion for datetime.date parameters is wrong,https://github.com/cloudera/impyla/issues/189,,3,[],https://github.com/wesm/impyla/commit/eb2ee860c1bf853f23c023d71f2451ca67c69622,2,0.0
pallets-eco/flask-session,MDU6SXNzdWUyMDY2MTQ1MjA=,Session failing when used with MongoDB due to datetime error,https://github.com/pallets-eco/flask-session/issues/63,,8,[],https://github.com/pallets-eco/flask-session/pull/100,4,0.23975725781331444
pallets-eco/flask-session,MDU6SXNzdWUzMDcyNjA5Njc=,can't compare offset-naive and offset-aware datetimes,https://github.com/pallets-eco/flask-session/issues/85,,6,[],https://github.com/pallets-eco/flask-session/pull/100,4,0.5039528109116919
SecurityInnovation/PGPy,I_kwDOASLH4s5QY9H-,"PGPy produces timezone-naive datetime objects, but should create timezone-aware objects (all with TZ=UTC)",https://github.com/SecurityInnovation/PGPy/issues/401,,3,[],https://github.com/dkg/PGPy/commit/c880d729023c24b3a74d44d9c904b51607f21949,3,0.0
mapillary/mapillary_tools,MDU6SXNzdWU0NjIxMjkxNjY=,TypeError: can't compare offset-naive and offset-aware datetimes,https://github.com/mapillary/mapillary_tools/issues/349,,6,['bug'],https://github.com/mapillary/mapillary_tools/pull/350,4,0.0
jazzband/django-silk,I_kwDOATHAE85N4_WW,Proposal: Drop dependency on pytz in favor of zoneinfo,https://github.com/jazzband/django-silk/issues/581,,4,[],https://github.com/jazzband/django-silk/pull/603,2,0.40509502072279036
GAM-team/GAM,MDU6SXNzdWU2MDA4MTg3MA==,Feature request: update timezone calendar,https://github.com/GAM-team/GAM/issues/42,,5,['wontfix'],https://github.com/GAM-team/GAM/pull/716,1,0.0
holoviz/holoviews,I_kwDOASoy8M6Ef5Wg,Histogram operation does not work with datetime input and groupby,https://github.com/holoviz/holoviews/issues/6171,,3,['TRIAGE'],https://github.com/holoviz/holoviews/pull/6172,2,0.008593450100835643
holoviz/holoviews,I_kwDOASoy8M55TNAZ,Support datetime column in for rasterize selector,https://github.com/holoviz/holoviews/issues/6022,,3,['type: bug'],https://github.com/holoviz/holoviews/pull/6023,2,0.0
holoviz/holoviews,I_kwDOASoy8M5suLSm,Crash when trying to set xlim on datetime axis,https://github.com/holoviz/holoviews/issues/5834,,3,['type: bug'],https://github.com/holoviz/holoviews/pull/5838,2,0.0
holoviz/holoviews,I_kwDOASoy8M5F9Yth,Rasterize not working in combination with multiple rectangles with DateTime coordinates,https://github.com/holoviz/holoviews/issues/5239,,15,['type: bug'],https://github.com/holoviz/holoviews/pull/5662,2,0.062001337430241985
holoviz/holoviews,MDU6SXNzdWU5ODk5NzQ3MDk=,Type Error when using RangeStream with datetime axis,https://github.com/holoviz/holoviews/issues/5078,,6,['type: bug'],https://github.com/holoviz/holoviews/pull/5138,2,0.0
holoviz/holoviews,MDU6SXNzdWUyMjA2NzAxNTE=,Support datetime formatting in bokeh hover tools,https://github.com/holoviz/holoviews/issues/1261,,78,"['type: bug', 'tag: backend: bokeh']",https://github.com/holoviz/holoviews/pull/1263,4,0.03700136911539187
holoviz/holoviews,MDU6SXNzdWU5MzYwODE0MzA=,using HoloMap breaks hover text for datetime values,https://github.com/holoviz/holoviews/issues/5000,,3,[],https://github.com/holoviz/holoviews/pull/5039,2,0.2179611434666495
holoviz/holoviews,MDU6SXNzdWU4NTM1NTI5MTc=,Wrong location of custom datetime ticks,https://github.com/holoviz/holoviews/issues/4884,,5,[],https://github.com/holoviz/holoviews/pull/4885,2,0.373298378453105
holoviz/holoviews,MDU6SXNzdWU3MjY4MzM5MjI=,Unable to supply custom datetime axis ticks (xticks),https://github.com/holoviz/holoviews/issues/4655,,13,['type: enhancement'],https://github.com/holoviz/holoviews/pull/4831,2,0.19769933295306416
holoviz/holoviews,MDU6SXNzdWU2NjMxNTgzOTI=,Timezone aware plot not local time,https://github.com/holoviz/holoviews/issues/4526,,12,"['type: bug', 'type: discussion']",https://github.com/holoviz/holoviews/pull/4711,2,0.2392488592255146
holoviz/holoviews,MDU6SXNzdWU1MTAyMTI0NjQ=,Contour/contourf don't handle datetimes,https://github.com/holoviz/holoviews/issues/4067,,4,[],https://github.com/holoviz/holoviews/commit/e239cc776657b09dbcdfdceccc46416f32417019,4,0.0
holoviz/holoviews,MDU6SXNzdWU0MTQ2MTA4NDY=,Datetime axis problems in nested Layouts,https://github.com/holoviz/holoviews/issues/3528,,3,[],https://github.com/holoviz/holoviews/pull/3530,2,0.19433401559025437
holoviz/holoviews,MDU6SXNzdWU0MDYxNTE3ODc=,datashader doesn't seem to support datetime index,https://github.com/holoviz/holoviews/issues/3459,,3,[],https://github.com/holoviz/holoviews/pull/3460,2,0.0
holoviz/holoviews,MDU6SXNzdWUzNzc5Mzc0MjM=,Util datetime deprecation warning,https://github.com/holoviz/holoviews/issues/3148,,2,[],https://github.com/holoviz/holoviews/pull/3157,1,0.0
holoviz/holoviews,MDU6SXNzdWUzNjYxMDg2MDQ=,Area with x datetimes doesn't work on latest dev,https://github.com/holoviz/holoviews/issues/3040,,4,[],https://github.com/holoviz/holoviews/pull/3045,1,0.0
holoviz/holoviews,MDU6SXNzdWUzNjY0NzE1NzY=,redim.range doesn't work for datetimes on latest dev,https://github.com/holoviz/holoviews/issues/3044,,7,"['type: bug', 'good first issue']",https://github.com/holoviz/holoviews/pull/3045,1,0.0
holoviz/holoviews,MDU6SXNzdWUzNDI4NzEyNTU=,hover tool for spikes with datetime x,https://github.com/holoviz/holoviews/issues/2882,,4,['type: bug'],https://github.com/holoviz/holoviews/pull/3005,1,0.0
holoviz/holoviews,MDU6SXNzdWUzMjUwODAxNDM=,Support histogram on datetime columns,https://github.com/holoviz/holoviews/issues/2713,,7,['type: enhancement'],https://github.com/holoviz/holoviews/pull/2719,1,0.0
holoviz/holoviews,MDU6SXNzdWUzMjQ4NzMyNzk=,Range fails for explicit datetime dimension range ,https://github.com/holoviz/holoviews/issues/2708,,7,['type: bug'],https://github.com/holoviz/holoviews/pull/2715,2,0.06227461241904271
holoviz/holoviews,MDU6SXNzdWUzMjUwNjkzMjE=,Cannot plot with Period datetime as kdim,https://github.com/holoviz/holoviews/issues/2712,,4,['type: bug'],https://github.com/holoviz/holoviews/pull/2715,2,0.0
holoviz/holoviews,MDU6SXNzdWUzMDY1MTI5MjE=,Local timezone can break regrid operation,https://github.com/holoviz/holoviews/issues/2459,,10,['type: bug'],https://github.com/holoviz/holoviews/pull/2463,2,0.3498139212469385
holoviz/holoviews,MDU6SXNzdWUyNzE4NzY2MTU=,Add support for datetime.date,https://github.com/holoviz/holoviews/issues/2100,,9,"['type: feature', 'tag: component: plotting']",https://github.com/holoviz/holoviews/pull/2267,1,0.0
holoviz/holoviews,MDU6SXNzdWUyOTIzODY1ODM=,Support slicing using datetimes,https://github.com/holoviz/holoviews/issues/2280,,4,['type: feature'],https://github.com/holoviz/holoviews/pull/2278,1,0.0
holoviz/holoviews,MDU6SXNzdWUyOTQwODAzMDc=,Datashader images missing when there is a datetime axis,https://github.com/holoviz/holoviews/issues/2299,,16,['type: bug'],https://github.com/holoviz/holoviews/pull/2295,1,0.07900035064342094
holoviz/holoviews,MDU6SXNzdWUyNzM5NDEzMzA=,tap streams dont work when a dimension is a datetime,https://github.com/holoviz/holoviews/issues/2124,,8,['type: bug'],https://github.com/holoviz/holoviews/pull/2189,1,0.0
holoviz/holoviews,MDU6SXNzdWUyNDIzODEyNDU=,Datetime axis numeric formatting,https://github.com/holoviz/holoviews/issues/1713,,13,"['type: bug', 'tag: backend: bokeh']",https://github.com/holoviz/holoviews/pull/2003,1,0.3189973654618613
holoviz/holoviews,MDU6SXNzdWUyMzA3NTc4NDA=,mpl datetime issues: Spikes not working,https://github.com/holoviz/holoviews/issues/1481,,4,"['type: bug', 'tag: backend: mpl']",https://github.com/holoviz/holoviews/pull/2034,2,0.0
holoviz/holoviews,MDU6SXNzdWUyNDAyODM5ODY=,The BoundsX linked stream doesn't work with datetimes,https://github.com/holoviz/holoviews/issues/1674,,4,['type: bug'],https://github.com/holoviz/holoviews/pull/2033,1,0.0
trehn/termdown,MDU6SXNzdWU0NzUzMzk4NQ==,print time elapsed after exiting stopwatch mode,https://github.com/trehn/termdown/issues/5,,2,['feature'],https://github.com/trehn/termdown/commit/398bc9576d94b4bdf69bcd1870a0839d55f6da0c,1,0.0
nitely/Spirit,MDU6SXNzdWUxNDUzOTY1ODM=,Missing timezone,https://github.com/nitely/Spirit/issues/108,,7,[],https://github.com/nitely/Spirit/pull/125,2,0.5478820987286737
Yelp/bravado,MDU6SXNzdWU1Mjc2NDQ4NA==,stringify_body special case for datetime needs some fixing up,https://github.com/Yelp/bravado/issues/80,,6,['enhancement'],https://github.com/Yelp/bravado/pull/82,3,0.0
Yelp/bravado,MDU6SXNzdWUzNzY4NzIxMw==,Response breaks if it contains a field of datetime,https://github.com/Yelp/bravado/issues/17,,5,['bug'],https://github.com/Yelp/bravado/commit/c555e2a8902ffa591e6f567690c4867a8b133ae2,2,0.0
inducer/relate,MDU6SXNzdWUxMzEyNzIzMTg=,Datetime shown not localized.,https://github.com/inducer/relate/issues/167,,4,[],https://github.com/dzhuang/relate/commit/9bc5bbc22480e0f7f10249e32e948f6111f3be4c,3,0.0
