repoName,id,title,url_x,lockReason,timelineCount,labels,fixUrl,fixUrlCount,tf_idf,nameWithOwner,owner,name,url_y,description,stars,primaryLanguage,updatedAt,createdAt,issuesCount,forkCount,watchersCount,discussionsCount
googleapis/google-cloud-python,MDU6SXNzdWUyMDI1MTM0Nzk=,'Table.insert_data' does not support Datetime values,https://github.com/googleapis/google-cloud-python/issues/2957,,30,"['type: question', 'api: bigquery', 'priority: p1']",https://github.com/googleapis/google-cloud-python/pull/3426,4,0.1084568707656943,googleapis/google-cloud-python,googleapis,google-cloud-python,https://github.com/googleapis/google-cloud-python,Google Cloud Client Library for Python,4704,Python,2024-06-13T07:42:19Z,2014-01-28T15:51:47Z,3782,1498,298,3
googleapis/google-cloud-python,MDU6SXNzdWU5ODA1NDkyMw==,Move all datetime handling into a shared core module,https://github.com/googleapis/google-cloud-python/issues/1024,,11,['api: core'],https://github.com/googleapis/google-cloud-python/pull/1044,3,0.0,googleapis/google-cloud-python,googleapis,google-cloud-python,https://github.com/googleapis/google-cloud-python,Google Cloud Client Library for Python,4704,Python,2024-06-13T07:42:19Z,2014-01-28T15:51:47Z,3782,1498,298,3
googleapis/google-cloud-python,MDU6SXNzdWU0NjQ1NzU4OA==,Support datetime.date type as valid timestamp in datastore,https://github.com/googleapis/google-cloud-python/issues/278,,56,"['type: feature request', 'api: datastore']",https://github.com/dhermes/google-cloud-python/commit/b1b2aec3af0959a85ab1a3015e8c82468698120b,46,0.3917900751570872,googleapis/google-cloud-python,googleapis,google-cloud-python,https://github.com/googleapis/google-cloud-python,Google Cloud Client Library for Python,4704,Python,2024-06-13T07:42:19Z,2014-01-28T15:51:47Z,3782,1498,298,3
evennia/evennia,MDU6SXNzdWU2NzY1MjIxMjM=,[BUG] The time of MudInfo is not affected by the timezone.,https://github.com/evennia/evennia/issues/2182,,2,['bug'],https://github.com/evennia/evennia/commit/29b381fbe67452a51675fbf1bf1a42c67e37b27c,1,0.0,evennia/evennia,evennia,evennia,https://github.com/evennia/evennia,Python MUD/MUX/MUSH/MU* development system,1735,Python,2024-06-13T14:42:12Z,2014-01-21T22:22:28Z,2016,685,135,183
evennia/evennia,MDU6SXNzdWU1MDk1MjM4NTM=,[BUG] validatorfuncs.datetime() takes AccountDB argument but doesn't use it,https://github.com/evennia/evennia/issues/1971,,4,['bug'],https://github.com/evennia/evennia/pull/1967,1,0.0,evennia/evennia,evennia,evennia,https://github.com/evennia/evennia,Python MUD/MUX/MUSH/MU* development system,1735,Python,2024-06-13T14:42:12Z,2014-01-21T22:22:28Z,2016,685,135,183
evennia/evennia,MDU6SXNzdWU1MDk1MjI5NDE=,[BUG] validatorfuncs.duration() returns inaccurate datetime.timedelta,https://github.com/evennia/evennia/issues/1970,,5,['bug'],https://github.com/evennia/evennia/pull/1967,4,0.0,evennia/evennia,evennia,evennia,https://github.com/evennia/evennia,Python MUD/MUX/MUSH/MU* development system,1735,Python,2024-06-13T14:42:12Z,2014-01-21T22:22:28Z,2016,685,135,183
maxtepkeev/python-redmine,MDU6SXNzdWU4MzUwMDg2MzQ=,the updated_on value is missing the tzinfo (naive datetime object),https://github.com/maxtepkeev/python-redmine/issues/271,,8,['feature'],https://github.com/maxtepkeev/python-redmine/commit/517af437886beae1fa47eea8b6aa1a5b18f21551,1,0.0,maxtepkeev/python-redmine,maxtepkeev,python-redmine,https://github.com/maxtepkeev/python-redmine,Python Redmine is a library for communicating with a Redmine project management application,535,Python,2024-05-27T20:53:03Z,2014-01-09T11:14:13Z,298,118,34,0
wagtail/django-modelcluster,MDU6SXNzdWU0MDM1NDA2OQ==,Serialised datetimes are not timezone aware,https://github.com/wagtail/django-modelcluster/issues/10,,7,['bug'],https://github.com/wagtail/wagtail/pull/494,3,0.0,wagtail/django-modelcluster,wagtail,django-modelcluster,https://github.com/wagtail/django-modelcluster,"Django extension to allow working with 'clusters' of models as a single unit, independently of the database",473,Python,2024-06-06T02:39:40Z,2014-01-30T15:26:05Z,74,65,23,0
SFDO-Tooling/CumulusCI,MDU6SXNzdWU5NzQwNTMxMTQ=,Push upgrade tasks' start_time option compares the wrong datetime,https://github.com/SFDO-Tooling/CumulusCI/issues/2808,,6,['bug'],https://github.com/SFDO-Tooling/CumulusCI/pull/2814,2,0.0,SFDO-Tooling/CumulusCI,SFDO-Tooling,CumulusCI,https://github.com/SFDO-Tooling/CumulusCI,Python framework for building portable automation for Salesforce projects,352,Python,2024-06-12T09:25:21Z,2014-01-02T20:01:31Z,731,237,49,0
SFDO-Tooling/CumulusCI,MDU6SXNzdWUyMTkzNDU2NDk=,Typo using datetime utcnow,https://github.com/SFDO-Tooling/CumulusCI/issues/293,,5,['bug'],https://github.com/SFDO-Tooling/CumulusCI/pull/295,2,1.498512662448566,SFDO-Tooling/CumulusCI,SFDO-Tooling,CumulusCI,https://github.com/SFDO-Tooling/CumulusCI,Python framework for building portable automation for Salesforce projects,352,Python,2024-06-12T09:25:21Z,2014-01-02T20:01:31Z,731,237,49,0
SFDO-Tooling/CumulusCI,MDU6SXNzdWUyMTk3MDc4MzE=,Salesforce API expects UTC for dateTime fields,https://github.com/SFDO-Tooling/CumulusCI/issues/298,,4,['bug'],https://github.com/SFDO-Tooling/CumulusCI/pull/299,2,0.0,SFDO-Tooling/CumulusCI,SFDO-Tooling,CumulusCI,https://github.com/SFDO-Tooling/CumulusCI,Python framework for building portable automation for Salesforce projects,352,Python,2024-06-12T09:25:21Z,2014-01-02T20:01:31Z,731,237,49,0
mikeywaites/kim,MDU6SXNzdWUyNDQxNDE0NzA=,Support more formatting options for Datetime and Date fields,https://github.com/mikeywaites/kim/issues/157,,18,['Enhancement'],https://github.com/mikeywaites/kim/commit/40dddb885e76889e5316f1f0fd779178b6a83293,8,0.0,mikeywaites/kim,mikeywaites,kim,https://github.com/mikeywaites/kim,Kim: A JSON Serialization and Marshaling framework,317,Python,2024-04-17T09:53:17Z,2014-01-29T14:45:21Z,63,17,10,0
wagtail/wagtail,I_kwDOAPtzhM58xDUS,"Add system checks for `WAGTAIL_DATE_FORMAT`, `WAGTAIL_DATETIME_FORMAT`, `WAGTAIL_TIME_FORMAT` being listed in Django configured formats",https://github.com/wagtail/wagtail/issues/11504,,19,"['type:Enhancement', 'component:UI localization', 'component:Checks']",https://github.com/wagtail/wagtail/pull/6168,6,0.0,wagtail/wagtail,wagtail,wagtail,https://github.com/wagtail/wagtail,A Django content management system focused on flexibility and user experience,17459,Python,2024-06-13T15:23:12Z,2014-02-03T12:41:59Z,4913,3715,338,244
wagtail/wagtail,I_kwDOAPtzhM5htF2G,🎛️ Migrate datetime picker widgets to a Stimulus Controller `w-date`,https://github.com/wagtail/wagtail/issues/10260,,20,"['type:Enhancement', 'javascript']",https://github.com/lb-/wagtail/commit/bed4a5e3c6cbffaca88d33e3a5664f5196f4721c,13,0.0,wagtail/wagtail,wagtail,wagtail,https://github.com/wagtail/wagtail,A Django content management system focused on flexibility and user experience,17459,Python,2024-06-13T15:23:12Z,2014-02-03T12:41:59Z,4913,3715,338,244
wagtail/wagtail,MDU6SXNzdWUyMzAwMDY2Mjc=,Wrong z-index of date/time/datetime pickers,https://github.com/wagtail/wagtail/issues/3604,,23,"['type:Bug', 'component:Frontend']",https://github.com/lb-/wagtail/commit/375c1276cf229e43be6ca88c994fa79ffef5a3bb,6,0.0,wagtail/wagtail,wagtail,wagtail,https://github.com/wagtail/wagtail,A Django content management system focused on flexibility and user experience,17459,Python,2024-06-13T15:23:12Z,2014-02-03T12:41:59Z,4913,3715,338,244
wagtail/wagtail,I_kwDOAPtzhM5hI068,Timezone handling buggy since 4.1.3/4.2.1,https://github.com/wagtail/wagtail/issues/10243,,21,"['type:Bug', 'Release blocker']",https://github.com/th3hamm0r/wagtail/commit/baf96746828c9e03145784df2e5a2300ac151ab4,9,0.0402945321550415,wagtail/wagtail,wagtail,wagtail,https://github.com/wagtail/wagtail,A Django content management system focused on flexibility and user experience,17459,Python,2024-06-13T15:23:12Z,2014-02-03T12:41:59Z,4913,3715,338,244
wagtail/wagtail,MDU6SXNzdWUxMTg2MjQyMDU=,DateTime picker z-index below modal,https://github.com/wagtail/wagtail/issues/1958,,17,"['type:Bug', 'component:Frontend']",https://github.com/wagtail/wagtail/pull/2091,1,0.0,wagtail/wagtail,wagtail,wagtail,https://github.com/wagtail/wagtail,A Django content management system focused on flexibility and user experience,17459,Python,2024-06-13T15:23:12Z,2014-02-03T12:41:59Z,4913,3715,338,244
wagtail/wagtail,MDU6SXNzdWUxOTQwMzExNDA=,Make timezone configurable on a per-user basis,https://github.com/wagtail/wagtail/issues/3205,,27,['type:Enhancement'],https://github.com/wagtail/wagtail/pull/4461,1,0.0523692117764162,wagtail/wagtail,wagtail,wagtail,https://github.com/wagtail/wagtail,A Django content management system focused on flexibility and user experience,17459,Python,2024-06-13T15:23:12Z,2014-02-03T12:41:59Z,4913,3715,338,244
wagtail/wagtail,MDU6SXNzdWU2ODM1MzE1MDA=,localtime() cannot be applied to a naive datetime,https://github.com/wagtail/wagtail/issues/6345,,9,['type:Bug'],https://github.com/gasman/wagtail/commit/8dd7ecebca2521bd411354a6995fccfc9c9900d8,4,0.2524528474043905,wagtail/wagtail,wagtail,wagtail,https://github.com/wagtail/wagtail,A Django content management system focused on flexibility and user experience,17459,Python,2024-06-13T15:23:12Z,2014-02-03T12:41:59Z,4913,3715,338,244
wagtail/wagtail,MDU6SXNzdWUxODU0MjE4MjU=,Drop downs in date / datetime widget are unusable on Macbook's touchpad,https://github.com/wagtail/wagtail/issues/3113,,20,"['type:Bug', 'size:Small', 'component:Frontend', 'sprint:Arnhem2017']",https://github.com/wagtail/wagtail/pull/3493,1,0.0,wagtail/wagtail,wagtail,wagtail,https://github.com/wagtail/wagtail,A Django content management system focused on flexibility and user experience,17459,Python,2024-06-13T15:23:12Z,2014-02-03T12:41:59Z,4913,3715,338,244
wagtail/wagtail,MDU6SXNzdWUzODAwMTA0Nw==,Datetime picker for golive/expiry reverts to the current date when returning to the edit page,https://github.com/wagtail/wagtail/issues/479,,8,['type:Bug'],https://github.com/wagtail/wagtail/commit/b483be7106efef4b7b682647d684edb5ae09ee43,4,0.0,wagtail/wagtail,wagtail,wagtail,https://github.com/wagtail/wagtail,A Django content management system focused on flexibility and user experience,17459,Python,2024-06-13T15:23:12Z,2014-02-03T12:41:59Z,4913,3715,338,244
wagtail/wagtail,MDU6SXNzdWU1ODQ1MTE1OA==,DateTime and Date Form Field,https://github.com/wagtail/wagtail/issues/1016,,6,[],https://github.com/wagtail/bakerydemo/pull/73,1,0.0470112270222185,wagtail/wagtail,wagtail,wagtail,https://github.com/wagtail/wagtail,A Django content management system focused on flexibility and user experience,17459,Python,2024-06-13T15:23:12Z,2014-02-03T12:41:59Z,4913,3715,338,244
IronLanguages/ironpython3,I_kwDOAQd1ks5pzt9V,Use _strptime for datetime parsing,https://github.com/IronLanguages/ironpython3/issues/1701,,3,[],https://github.com/IronLanguages/ironpython3/pull/1702,2,0.0,IronLanguages/ironpython3,IronLanguages,ironpython3,https://github.com/IronLanguages/ironpython3,Implementation of Python 3.x for .NET Framework that is built on top of the Dynamic Language Runtime.,2402,Python,2024-06-13T07:11:10Z,2014-02-27T21:50:49Z,619,283,141,39
IronLanguages/ironpython3,MDU6SXNzdWU4MzQyMTY2Mzk=,datetime.astimezone argument should be optional,https://github.com/IronLanguages/ironpython3/issues/1136,,3,"[""What's New In Python 3.3""]",https://github.com/IronLanguages/ironpython3/pull/1704,2,0.0,IronLanguages/ironpython3,IronLanguages,ironpython3,https://github.com/IronLanguages/ironpython3,Implementation of Python 3.x for .NET Framework that is built on top of the Dynamic Language Runtime.,2402,Python,2024-06-13T07:11:10Z,2014-02-27T21:50:49Z,619,283,141,39
IronLanguages/ironpython3,MDU6SXNzdWU4MzEyNzcxMDQ=,Missing _datetime.timezone,https://github.com/IronLanguages/ironpython3/issues/1133,,4,"[""What's New In Python 3.2""]",https://github.com/IronLanguages/ironpython3/pull/1137,2,0.0,IronLanguages/ironpython3,IronLanguages,ironpython3,https://github.com/IronLanguages/ironpython3,Implementation of Python 3.x for .NET Framework that is built on top of the Dynamic Language Runtime.,2402,Python,2024-06-13T07:11:10Z,2014-02-27T21:50:49Z,619,283,141,39
mozilla/MozDef,MDU6SXNzdWUyMTQxMzE2MDM=,WebUI: Display timezone in date/time fields,https://github.com/mozilla/MozDef/issues/396,,10,"['category:enhancement', 'priority:low']",https://github.com/mozilla/MozDef/pull/576,1,0.0,mozilla/MozDef,mozilla,MozDef,https://github.com/mozilla/MozDef,DEPRECATED - MozDef: Mozilla Enterprise Defense Platform,2174,Python,2024-05-30T16:41:08Z,2014-02-18T07:43:31Z,391,329,150,0
catkin/catkin_tools,MDU6SXNzdWUxNTA0NzE3MDQ=,elapsed time does not format correctly when when greater than one hour and minutes are zero,https://github.com/catkin/catkin_tools/issues/356,,13,['bug'],https://github.com/catkin/catkin_tools/commit/ab9a2fe64a7befc3c3870b35ba50d090751cd17b,5,0.0824376283279808,catkin/catkin_tools,catkin,catkin_tools,https://github.com/catkin/catkin_tools,Command line tools for working with catkin,163,Python,2024-06-12T03:06:29Z,2014-02-25T01:43:02Z,400,145,24,0
elastic/elasticsearch-dsl-py,MDU6SXNzdWUxOTc2NTkxNzI=,DateField returns datetime instead of date,https://github.com/elastic/elasticsearch-dsl-py/issues/544,,17,[],https://github.com/elastic/elasticsearch-dsl-py/pull/724,1,0.0996022265949187,elastic/elasticsearch-dsl-py,elastic,elasticsearch-dsl-py,https://github.com/elastic/elasticsearch-dsl-py,High level Python client for Elasticsearch,3790,Python,2024-06-13T09:21:22Z,2014-03-05T16:19:39Z,1305,800,427,0
elastic/elasticsearch-dsl-py,MDU6SXNzdWUyNjU0MzQ3ODc=,Datetimes dropping miliseconds,https://github.com/elastic/elasticsearch-dsl-py/issues/750,,5,[],https://github.com/elastic/elasticsearch-dsl-py/pull/752,3,0.4241632765255774,elastic/elasticsearch-dsl-py,elastic,elasticsearch-dsl-py,https://github.com/elastic/elasticsearch-dsl-py,High level Python client for Elasticsearch,3790,Python,2024-06-13T09:21:22Z,2014-03-05T16:19:39Z,1305,800,427,0
xlwings/xlwings,I_kwDOARAI285UI8Qn,Reader: add DateTime support for xls and xlsb,https://github.com/xlwings/xlwings/issues/2059,,4,['engine: reader [calamine]'],https://github.com/xlwings/xlwings/pull/2268,2,0.0,xlwings/xlwings,xlwings,xlwings,https://github.com/xlwings/xlwings,xlwings is a Python library that makes it easy to call Python from Excel and vice versa. It works with Excel on Windows and macOS as well as with Google Sheets and Excel on the web. ,2874,Python,2024-06-13T13:58:46Z,2014-03-17T13:03:20Z,1863,485,123,0
xlwings/xlwings,MDU6SXNzdWU5NDc2OTc2MjM=,reports: add datetime and arithmetic filters,https://github.com/xlwings/xlwings/issues/1660,,6,['PRO'],https://github.com/xlwings/xlwings/pull/1674,2,0.0,xlwings/xlwings,xlwings,xlwings,https://github.com/xlwings/xlwings,xlwings is a Python library that makes it easy to call Python from Excel and vice versa. It works with Excel on Windows and macOS as well as with Google Sheets and Excel on the web. ,2874,Python,2024-06-13T13:58:46Z,2014-03-17T13:03:20Z,1863,485,123,0
xlwings/xlwings,MDU6SXNzdWUyMjQwMTUyODY=,FutureWarning: to_datetime is deprecated,https://github.com/xlwings/xlwings/issues/664,,4,['bug'],https://github.com/xlwings/xlwings/commit/7790439c2c9fd09cc90a1d083297fd1a24461073,1,0.0,xlwings/xlwings,xlwings,xlwings,https://github.com/xlwings/xlwings,xlwings is a Python library that makes it easy to call Python from Excel and vice versa. It works with Excel on Windows and macOS as well as with Google Sheets and Excel on the web. ,2874,Python,2024-06-13T13:58:46Z,2014-03-17T13:03:20Z,1863,485,123,0
xlwings/xlwings,MDU6SXNzdWUzNTU5MTQ4Nw==,Make datetime timezone-naive and get rid of pytz dependency,https://github.com/xlwings/xlwings/issues/29,,9,[],https://github.com/xlwings/xlwings/commit/5af4d0a82db447b52e20880c61e618efc6a07207,2,0.0,xlwings/xlwings,xlwings,xlwings,https://github.com/xlwings/xlwings,xlwings is a Python library that makes it easy to call Python from Excel and vice versa. It works with Excel on Windows and macOS as well as with Google Sheets and Excel on the web. ,2874,Python,2024-06-13T13:58:46Z,2014-03-17T13:03:20Z,1863,485,123,0
xlwings/xlwings,MDU6SXNzdWUzODUwODAxMQ==,"sometimes, datetime objects in lists don't get formatted on Excel (Windows only)",https://github.com/xlwings/xlwings/issues/43,,12,['wontfix'],https://github.com/xlwings/xlwings/commit/48bba0c6a7156fd73016d9e0cc5e0dba3379b3c1,1,0.4795145156266289,xlwings/xlwings,xlwings,xlwings,https://github.com/xlwings/xlwings,xlwings is a Python library that makes it easy to call Python from Excel and vice versa. It works with Excel on Windows and macOS as well as with Google Sheets and Excel on the web. ,2874,Python,2024-06-13T13:58:46Z,2014-03-17T13:03:20Z,1863,485,123,0
tkem/cachetools,MDU6SXNzdWU5NTgzMTg2NzM=,Add support for datetime.timedelta  for TTLCache TTL,https://github.com/tkem/cachetools/issues/216,,8,[],https://github.com/tkem/cachetools/commit/c0162c5163b498dc31995f88147b868872ae20d4,2,0.0702647727694781,tkem/cachetools,tkem,cachetools,https://github.com/tkem/cachetools,Extensible memoizing collections and decorators,2173,Python,2024-06-13T10:16:39Z,2014-03-22T10:15:14Z,245,160,27,0
DMOJ/online-judge,I_kwDOAQ3dRc5KRV53,Registration's timezone detection is broken,https://github.com/DMOJ/online-judge/issues/1943,,3,[],https://github.com/DMOJ/online-judge/pull/1944,2,0.28433409181293,DMOJ/online-judge,DMOJ,online-judge,https://github.com/DMOJ/online-judge,A modern open-source online judge and contest platform system.,889,Python,2024-06-12T01:59:40Z,2014-03-12T22:08:14Z,1089,350,20,0
DMOJ/online-judge,MDU6SXNzdWUyNzg3NTgwOTM=,"In profile edit and registration, rename ""Location"" to ""Timezone""",https://github.com/DMOJ/online-judge/issues/637,,9,"['enhancement', 'ui', 'easy']",https://github.com/DMOJ/online-judge/commit/a7769b2b9dbe54274fecf87bef263c6bf8394de7,2,0.5600416542606251,DMOJ/online-judge,DMOJ,online-judge,https://github.com/DMOJ/online-judge,A modern open-source online judge and contest platform system.,889,Python,2024-06-12T01:59:40Z,2014-03-12T22:08:14Z,1089,350,20,0
DMOJ/online-judge,MDU6SXNzdWUyNDU5Mzg2MTI=,Contest ranking scoreboard is timezone-sensitive,https://github.com/DMOJ/online-judge/issues/606,,4,[],https://github.com/DMOJ/online-judge/commit/e04af3beac46393ed242659aff13c44e24d0b6ec,1,0.1492753982017882,DMOJ/online-judge,DMOJ,online-judge,https://github.com/DMOJ/online-judge,A modern open-source online judge and contest platform system.,889,Python,2024-06-12T01:59:40Z,2014-03-12T22:08:14Z,1089,350,20,0
DMOJ/online-judge,MDU6SXNzdWU2NDM3MTAwMA==,Interactive timezone map on registration/user edit views,https://github.com/DMOJ/online-judge/issues/49,,58,"['enhancement', 'ui']",https://github.com/DMOJ/online-judge/commit/da4aadbe194671a543bb7f19c446e33422a1ebd7,36,0.142167045906465,DMOJ/online-judge,DMOJ,online-judge,https://github.com/DMOJ/online-judge,A modern open-source online judge and contest platform system.,889,Python,2024-06-12T01:59:40Z,2014-03-12T22:08:14Z,1089,350,20,0
danforthcenter/plantcv,MDU6SXNzdWU1MTE2MDA0MTc=,Add datetime format option to plantcv-workflow,https://github.com/danforthcenter/plantcv/issues/473,,9,['new feature'],https://github.com/danforthcenter/plantcv/pull/454,3,0.1864106811672189,danforthcenter/plantcv,danforthcenter,plantcv,https://github.com/danforthcenter/plantcv,Plant phenotyping with image analysis,621,Python,2024-06-13T15:12:27Z,2014-03-14T18:24:23Z,546,257,46,54
brutasse/graphite-api,MDU6SXNzdWU0MTI4ODM2Mg==,astimezone() cannot be applied to a naive datetime,https://github.com/brutasse/graphite-api/issues/51,,23,[],https://github.com/Dieterbe/graphite-api/pull/2,2,0.1391438051808494,brutasse/graphite-api,brutasse,graphite-api,https://github.com/brutasse/graphite-api,"Graphite-web, without the interface. Just the rendering HTTP API.",494,Python,2024-04-02T17:40:42Z,2014-03-05T23:44:30Z,131,133,33,0
avocado-framework/avocado,MDU6SXNzdWU2ODgxNDc5NDM=,"Test ""elapsed time"" for avocado-instrumented is broken",https://github.com/avocado-framework/avocado/issues/4160,,8,"['bug', 'nrunner']",https://github.com/clebergnu/avocado/commit/cfad86e40a25108122d046091a0e001a3f4cf6fc,3,0.0,avocado-framework/avocado,avocado-framework,avocado,https://github.com/avocado-framework/avocado,"Avocado is a set of tools and libraries to help with automated testing. One can call it a test framework with benefits. Native tests are written in Python and they follow the unittest pattern, but any executable can serve as a test.",335,Python,2024-06-13T15:02:09Z,2014-03-05T17:52:27Z,926,334,44,75
WattTime/pyiso,MDU6SXNzdWUyODM3NjcxNjQ=,PEI client does not conform to POSIX-style timezone names,https://github.com/WattTime/pyiso/issues/190,,4,[],https://github.com/r24mille/pyiso/commit/d4ac7ac7ee540146235fcfbd1e57197f96f0b4b2,4,0.0,WattTime/pyiso,WattTime,pyiso,https://github.com/WattTime/pyiso,Python client libraries for ISO and other power grid data sources.,236,Python,2024-04-27T20:20:56Z,2014-03-28T22:54:11Z,91,111,43,0
WattTime/pyiso,MDU6SXNzdWUyNzYyNTk5NzA=,All of the Canadian clients return datetime data type for 'timestamp',https://github.com/WattTime/pyiso/issues/181,,12,[],https://github.com/r24mille/pyiso/commit/99c7ebaeff98e25c3469e472fc5620d129795020,12,0.0,WattTime/pyiso,WattTime,pyiso,https://github.com/WattTime/pyiso,Python client libraries for ISO and other power grid data sources.,236,Python,2024-04-27T20:20:56Z,2014-03-28T22:54:11Z,91,111,43,0
exxeleron/qPython,MDU6SXNzdWU0MzM0NDIwOA==,Needs utility for casting from qtemporals (or raw temporals) into datetimes,https://github.com/exxeleron/qPython/issues/6,,10,[],https://github.com/exxeleron/qPython/pull/9,3,0.0779122551239721,exxeleron/qPython,exxeleron,qPython,https://github.com/exxeleron/qPython,interprocess communication between Python and kdb+ ,152,Python,2024-06-10T21:19:00Z,2014-04-01T08:58:18Z,59,88,46,0
