repoName,id,title,url_x,lockReason,timelineCount,labels,fixUrl,fixUrlCount,tf_idf,size,nameWithOwner,owner,name,url_y,description,stars,primaryLanguage,updatedAt,createdAt,issuesCount,forkCount,watchersCount,discussionsCount
python-telegram-bot/python-telegram-bot,MDU6SXNzdWU1MzQ1MzIxNjk=,Naive datetime should be treated as local timezone. UTC datetimes should be timezone aware.,https://github.com/python-telegram-bot/python-telegram-bot/issues/1658,RESOLVED,12,[],https://github.com/python-telegram-bot/python-telegram-bot/commit/103b115486fd075f3f7eac9780d1e5dc538f4176,1,0.418460600061545,2532.0,python-telegram-bot/python-telegram-bot,python-telegram-bot,python-telegram-bot,https://github.com/python-telegram-bot/python-telegram-bot,We have made you a wrapper you can't refuse,25168,Python,2024-06-13T13:30:26Z,2015-07-07T15:30:39Z,2116,5107,601,307
vnpy/vnpy,MDU6SXNzdWU4MzU3MzA2NjA=,bar显示K线图时报错TypeError: can't compare offset-naive and offset-aware datetimes,https://github.com/vnpy/vnpy/issues/2900,,5,['help wanted'],https://github.com/vnpy/vnpy/commit/f989b86b79bbcb6bc4c1a49309aa672ce35aa1ca,1,0.3930824815500969,1674.0,vnpy/vnpy,vnpy,vnpy,https://github.com/vnpy/vnpy,基于Python的开源量化交易平台开发框架,23787,Python,2024-06-13T14:24:21Z,2015-03-02T03:36:58Z,2046,8467,1353,0
mindsdb/mindsdb,MDU6SXNzdWU4NTAyMTk4NjA=,Flask serializer that can use python datetimes/date/timestamp types,https://github.com/mindsdb/mindsdb/issues/1190,,12,['enhancement'],https://github.com/mindsdb/mindsdb/pull/1192,1,0.6003522763466096,1048.0,mindsdb/mindsdb,mindsdb,mindsdb,https://github.com/mindsdb/mindsdb,The platform for customizing AI from enterprise data,21827,Python,2024-06-13T12:42:16Z,2018-08-02T17:56:45Z,3823,2913,381,108
mindsdb/mindsdb,MDU6SXNzdWU4NjI4NjAwOTQ=,Serve server timezone to the GUI,https://github.com/mindsdb/mindsdb/issues/1214,,4,['enhancement'],https://github.com/mindsdb/mindsdb/pull/1217,1,0.7434698119662804,143.0,mindsdb/mindsdb,mindsdb,mindsdb,https://github.com/mindsdb/mindsdb,The platform for customizing AI from enterprise data,21827,Python,2024-06-13T12:42:16Z,2018-08-02T17:56:45Z,3823,2913,381,108
zulip/zulip,MDU6SXNzdWUyMTAyNTY5MzA=,"Replace naive datetimes in the asana, basecamp, and codebase integrations.",https://github.com/zulip/zulip/issues/3809,,29,"['bug', 'help wanted', 'good first issue', 'area: refactoring']",https://github.com/roberthoenig/zulip/commit/f07704b6018505b510d27543e34fa9bda590c5f5,7,0.4270049814135265,2106.0,zulip/zulip,zulip,zulip,https://github.com/zulip/zulip,Zulip server and web application. Open-source team chat that helps teams stay productive and focused.,20271,Python,2024-06-13T14:00:44Z,2015-09-25T16:37:25Z,8960,7484,379,0
zulip/zulip,MDU6SXNzdWUxOTU5NTQ5NDE=,Naive datetime warnings in populate_db,https://github.com/zulip/zulip/issues/2729,,16,"['bug', 'good first issue', 'area: testing-infrastructure']",https://github.com/refeed/zulip/commit/4d50ba5e6fd987fbbe7267727fdd72816964b84b,6,0.5131649887409018,2537.0,zulip/zulip,zulip,zulip,https://github.com/zulip/zulip,Zulip server and web application. Open-source team chat that helps teams stay productive and focused.,20271,Python,2024-06-13T14:00:44Z,2015-09-25T16:37:25Z,8960,7484,379,0
zulip/zulip,I_kwDOApKUbc5G30VU,populate_db: Add support for creating messages older than 5 days ago,https://github.com/zulip/zulip/issues/21646,,19,['area: provision'],https://github.com/zulip/zulip/pull/21678,8,0.4103652136511566,3041.0,zulip/zulip,zulip,zulip,https://github.com/zulip/zulip,Zulip server and web application. Open-source team chat that helps teams stay productive and focused.,20271,Python,2024-06-13T14:00:44Z,2015-09-25T16:37:25Z,8960,7484,379,0
zulip/zulip,MDU6SXNzdWUxNjkyODc3MTk=,Make all datetimes timezone aware,https://github.com/zulip/zulip/issues/1539,,15,"['help wanted', 'good first issue', 'area: refactoring']",https://github.com/TomaszKolek/zulip/commit/54851419bf17e0467c5fdfa01505214e5ed8f6a3,2,0.4805717846719229,1595.0,zulip/zulip,zulip,zulip,https://github.com/zulip/zulip,Zulip server and web application. Open-source team chat that helps teams stay productive and focused.,20271,Python,2024-06-13T14:00:44Z,2015-09-25T16:37:25Z,8960,7484,379,0
zulip/zulip,MDU6SXNzdWUyMTI5MjI2NDc=,lint: Add lint rules that make it harder to introduce naive timezones.,https://github.com/zulip/zulip/issues/3999,,15,"['help wanted', 'good first issue', 'area: tooling']",https://github.com/zulip/zulip/commit/342a80c3dee8000ea495834f93bfb06508351de3,4,0.4211287325822505,2001.0,zulip/zulip,zulip,zulip,https://github.com/zulip/zulip,Zulip server and web application. Open-source team chat that helps teams stay productive and focused.,20271,Python,2024-06-13T14:00:44Z,2015-09-25T16:37:25Z,8960,7484,379,0
zulip/zulip,MDU6SXNzdWUyNjc4MjI3NDg=,integrations: Fix weird underline under just the back arrow,https://github.com/zulip/zulip/issues/7137,,6,"['bug', 'area: integrations', 'area: portico']",https://github.com/zulip/zulip/pull/7138,2,0.3076877493500523,305.0,zulip/zulip,zulip,zulip,https://github.com/zulip/zulip,Zulip server and web application. Open-source team chat that helps teams stay productive and focused.,20271,Python,2024-06-13T14:00:44Z,2015-09-25T16:37:25Z,8960,7484,379,0
ArchiveBox/ArchiveBox,MDU6SXNzdWU2NzUzMzY3NjU=,Bugfix: Inconsistent timezones in output,https://github.com/ArchiveBox/ArchiveBox/issues/428,,13,"['type: bug report', 'size: easy', 'good first ticket', 'help wanted']",https://github.com/ArchiveBox/ArchiveBox/pull/435,1,0.3491203666539429,1215.0,ArchiveBox/ArchiveBox,ArchiveBox,ArchiveBox,https://github.com/ArchiveBox/ArchiveBox,"🗃 Open source self-hosted web archiving. Takes URLs/browser history/bookmarks/Pocket/Pinboard/etc., saves HTML, JS, PDFs, media, and more...",20148,Python,2024-06-13T15:40:45Z,2017-05-05T08:50:14Z,866,1096,174,120
ManimCommunity/manim,I_kwDOD81yrs5cew0C,Not all arrow tips are accessible,https://github.com/ManimCommunity/manim/issues/3129,,2,[],https://github.com/ManimCommunity/manim/pull/3166,2,0.5608485557773106,1586.0,ManimCommunity/manim,ManimCommunity,manim,https://github.com/ManimCommunity/manim,A community-maintained Python framework for creating mathematical animations. ,19686,Python,2024-06-13T16:22:22Z,2020-05-19T02:37:13Z,1464,1470,134,179
pydantic/pydantic,I_kwDOBWBCuM5r3_qd,TzInfo type doesn't provide proper dst,https://github.com/pydantic/pydantic/issues/6735,,22,['bug V2'],https://github.com/pydantic/pydantic-core/pull/864,3,0.6475118972724062,3433.0,pydantic/pydantic,pydantic,pydantic,https://github.com/pydantic/pydantic,Data validation using Python type hints,19350,Python,2024-06-13T12:31:50Z,2017-05-03T21:23:58Z,4110,1736,114,1731
pydantic/pydantic,I_kwDOBWBCuM5yGZAW,timedelta ValidationError with input_value like '1 00:00:11',https://github.com/pydantic/pydantic/issues/7650,,14,['documentation'],https://github.com/pydantic/pydantic/pull/7652,1,0.5763396219217746,2182.0,pydantic/pydantic,pydantic,pydantic,https://github.com/pydantic/pydantic,Data validation using Python type hints,19350,Python,2024-06-13T12:31:50Z,2017-05-03T21:23:58Z,4110,1736,114,1731
pydantic/pydantic,I_kwDOBWBCuM59rgWu,Pydantic TzInfo(UTC) != datetime.UTC,https://github.com/pydantic/pydantic/issues/8683,,26,"['help wanted', 'bug V2']",https://github.com/pydantic/pydantic-core/pull/1197,2,0.5128671556403903,5200.0,pydantic/pydantic,pydantic,pydantic,https://github.com/pydantic/pydantic,Data validation using Python type hints,19350,Python,2024-06-13T12:31:50Z,2017-05-03T21:23:58Z,4110,1736,114,1731
pydantic/pydantic,I_kwDOBWBCuM5q74el,datetime field with different coercion in Pydantic v2,https://github.com/pydantic/pydantic/issues/6518,,36,"['unconfirmed', 'bug V2']",https://github.com/moneymeets/youtrack-sdk/pull/27,2,0.3068712911665295,7658.0,pydantic/pydantic,pydantic,pydantic,https://github.com/pydantic/pydantic,Data validation using Python type hints,19350,Python,2024-06-13T12:31:50Z,2017-05-03T21:23:58Z,4110,1736,114,1731
pydantic/pydantic,MDU6SXNzdWU0MjQ1MDcxMTg=,Richer timedelta / timestamp parsers?,https://github.com/pydantic/pydantic/issues/432,,8,"['feature request', 'help wanted']",https://github.com/pydantic/pydantic/pull/3344,1,0.3960250355637658,657.0,pydantic/pydantic,pydantic,pydantic,https://github.com/pydantic/pydantic,Data validation using Python type hints,19350,Python,2024-06-13T12:31:50Z,2017-05-03T21:23:58Z,4110,1736,114,1731
pydantic/pydantic,I_kwDOBWBCuM6Bb8OI,datetime dumping to json flips sign of timezone,https://github.com/pydantic/pydantic/issues/8964,,9,"['bug V2', 'pending']",https://github.com/pydantic/speedate/pull/56,2,0.3472386611433476,1914.0,pydantic/pydantic,pydantic,pydantic,https://github.com/pydantic/pydantic,Data validation using Python type hints,19350,Python,2024-06-13T12:31:50Z,2017-05-03T21:23:58Z,4110,1736,114,1731
pydantic/pydantic,I_kwDOBWBCuM5-qJYe,Date string coerced to datetime infers timezone,https://github.com/pydantic/pydantic/issues/8762,,18,['bug V2'],https://github.com/pydantic/pydantic-core/pull/1193,3,0.4257122640925264,2670.0,pydantic/pydantic,pydantic,pydantic,https://github.com/pydantic/pydantic,Data validation using Python type hints,19350,Python,2024-06-13T12:31:50Z,2017-05-03T21:23:58Z,4110,1736,114,1731
pydantic/pydantic,MDU6SXNzdWU2NjI5NDk4Mzg=,time ignores timedelta without error,https://github.com/pydantic/pydantic/issues/1744,,6,['bug V1'],https://github.com/pydantic/pydantic/pull/1814,2,0.3696437810565395,1845.0,pydantic/pydantic,pydantic,pydantic,https://github.com/pydantic/pydantic,Data validation using Python type hints,19350,Python,2024-06-13T12:31:50Z,2017-05-03T21:23:58Z,4110,1736,114,1731
pydantic/pydantic,I_kwDOBWBCuM5uHK-h,Incorrect JSON output for a timedelta formed from subtracting two pd.Timestamps,https://github.com/pydantic/pydantic/issues/7095,,10,['bug V2'],https://github.com/pydantic/pydantic-core/pull/881,2,0.4756798940424938,2218.0,pydantic/pydantic,pydantic,pydantic,https://github.com/pydantic/pydantic,Data validation using Python type hints,19350,Python,2024-06-13T12:31:50Z,2017-05-03T21:23:58Z,4110,1736,114,1731
pydantic/pydantic,I_kwDOBWBCuM49DqJZ,Serialization -> de-serialisation fails for small timedelta (< 100 microseconds),https://github.com/pydantic/pydantic/issues/3315,,5,['bug V1'],https://github.com/pydantic/pydantic/pull/3346,4,0.4357096890182576,2181.0,pydantic/pydantic,pydantic,pydantic,https://github.com/pydantic/pydantic,Data validation using Python type hints,19350,Python,2024-06-13T12:31:50Z,2017-05-03T21:23:58Z,4110,1736,114,1731
pydantic/pydantic,I_kwDOBWBCuM5Fs6O0,timedelta_isoformat does not produce correct string in some cases,https://github.com/pydantic/pydantic/issues/3899,,8,['bug V1'],https://github.com/pydantic/pydantic/pull/3909,3,0.348284892024414,1498.0,pydantic/pydantic,pydantic,pydantic,https://github.com/pydantic/pydantic,Data validation using Python type hints,19350,Python,2024-06-13T12:31:50Z,2017-05-03T21:23:58Z,4110,1736,114,1731
pydantic/pydantic,I_kwDOBWBCuM53icCV,v2 TZInfo is not understood by pandas,https://github.com/pydantic/pydantic/issues/8195,,6,"['bug V2', 'pending']",https://github.com/pydantic/pydantic-core/pull/1197,2,0.6182634619192087,3823.0,pydantic/pydantic,pydantic,pydantic,https://github.com/pydantic/pydantic,Data validation using Python type hints,19350,Python,2024-06-13T12:31:50Z,2017-05-03T21:23:58Z,4110,1736,114,1731
PostHog/posthog,I_kwDODg-Tdc5Qb0rz,PersonsModal has no results for day interval due to timezones,https://github.com/PostHog/posthog/issues/11466,,6,['bug'],https://github.com/PostHog/posthog/pull/11468,1,0.3045132859883826,1781.0,PostHog/posthog,PostHog,posthog,https://github.com/PostHog/posthog,"🦔 PostHog provides open-source product analytics, session recording, feature flagging and A/B testing that you can self-host.",18958,Python,2024-06-13T16:10:43Z,2020-01-23T22:46:58Z,5524,1109,104,0
PostHog/posthog,I_kwDODg-Tdc5dRU3x,WAUs/MAUs giving incorrect results for certain intervals on different timezones,https://github.com/PostHog/posthog/issues/14034,,5,"['bug', 'feature/trends', 'team/product-analytics']",https://github.com/PostHog/posthog/pull/14035,1,0.5728709131872514,533.0,PostHog/posthog,PostHog,posthog,https://github.com/PostHog/posthog,"🦔 PostHog provides open-source product analytics, session recording, feature flagging and A/B testing that you can self-host.",18958,Python,2024-06-13T16:10:43Z,2020-01-23T22:46:58Z,5524,1109,104,0
PostHog/posthog,MDU6SXNzdWU4NzkyNDE0NDY=,Increase ClickHouse Person DateTime precision,https://github.com/PostHog/posthog/issues/4260,,14,"['bug', 'P1', 'stale']",https://github.com/PostHog/plugin-server/pull/476,2,0.3073648792620963,1247.0,PostHog/posthog,PostHog,posthog,https://github.com/PostHog/posthog,"🦔 PostHog provides open-source product analytics, session recording, feature flagging and A/B testing that you can self-host.",18958,Python,2024-06-13T16:10:43Z,2020-01-23T22:46:58Z,5524,1109,104,0
PostHog/posthog,I_kwDODg-Tdc5ByBY8,As a follow-on from #7923 we need better DateTime handling in queries,https://github.com/PostHog/posthog/issues/8063,,6,['enhancement'],https://github.com/PostHog/posthog/pull/7923,1,0.5042280948973189,586.0,PostHog/posthog,PostHog,posthog,https://github.com/PostHog/posthog,"🦔 PostHog provides open-source product analytics, session recording, feature flagging and A/B testing that you can self-host.",18958,Python,2024-06-13T16:10:43Z,2020-01-23T22:46:58Z,5524,1109,104,0
PostHog/posthog,I_kwDODg-Tdc5QgHl_,Trends date buckets may be incorrect for non-utc timezones,https://github.com/PostHog/posthog/issues/11492,,6,['bug'],https://github.com/PostHog/posthog/pull/11468,3,0.3458038039379696,3576.0,PostHog/posthog,PostHog,posthog,https://github.com/PostHog/posthog,"🦔 PostHog provides open-source product analytics, session recording, feature flagging and A/B testing that you can self-host.",18958,Python,2024-06-13T16:10:43Z,2020-01-23T22:46:58Z,5524,1109,104,0
PostHog/posthog,I_kwDODg-Tdc6GOsRs,Bug Report: SQL product analytics date filters uses UTC instead of project/device timezone,https://github.com/PostHog/posthog/issues/21673,,4,['bug'],https://github.com/PostHog/posthog/pull/21677,2,0.336553001316968,1533.0,PostHog/posthog,PostHog,posthog,https://github.com/PostHog/posthog,"🦔 PostHog provides open-source product analytics, session recording, feature flagging and A/B testing that you can self-host.",18958,Python,2024-06-13T16:10:43Z,2020-01-23T22:46:58Z,5524,1109,104,0
PostHog/posthog,MDU6SXNzdWU3NjgxMjk5Nzg=,Improve UX timezone support,https://github.com/PostHog/posthog/issues/2778,,7,['enhancement'],https://github.com/PostHog/posthog/pull/3698,2,0.3100568085039294,1859.0,PostHog/posthog,PostHog,posthog,https://github.com/PostHog/posthog,"🦔 PostHog provides open-source product analytics, session recording, feature flagging and A/B testing that you can self-host.",18958,Python,2024-06-13T16:10:43Z,2020-01-23T22:46:58Z,5524,1109,104,0
PostHog/posthog,I_kwDODg-Tdc6OflaV,Bug Report: Date picker is broken when UTC is selected in the create annotation modal,https://github.com/PostHog/posthog/issues/23472,,4,['bug'],https://github.com/PostHog/posthog/pull/23527,1,0.3149271741484752,809.0,PostHog/posthog,PostHog,posthog,https://github.com/PostHog/posthog,"🦔 PostHog provides open-source product analytics, session recording, feature flagging and A/B testing that you can self-host.",18958,Python,2024-06-13T16:10:43Z,2020-01-23T22:46:58Z,5524,1109,104,0
PostHog/posthog,I_kwDODg-Tdc6M7Dek,Histogram session duration breakdown throws error,https://github.com/PostHog/posthog/issues/23110,,5,"['bug', 'team/product-analytics']",https://github.com/PostHog/posthog/pull/23112,2,0.4826368533850997,129.0,PostHog/posthog,PostHog,posthog,https://github.com/PostHog/posthog,"🦔 PostHog provides open-source product analytics, session recording, feature flagging and A/B testing that you can self-host.",18958,Python,2024-06-13T16:10:43Z,2020-01-23T22:46:58Z,5524,1109,104,0
huggingface/datasets,I_kwDODunzps5MILNi,Timestamp not returned as datetime objects in streaming mode,https://github.com/huggingface/datasets/issues/4533,,5,['streaming'],https://github.com/huggingface/datasets/pull/4541,2,0.4500960934655991,435.0,huggingface/datasets,huggingface,datasets,https://github.com/huggingface/datasets,"🤗 The largest hub of ready-to-use datasets for ML models with fast, easy-to-use and efficient data manipulation tools",18642,Python,2024-06-13T15:41:36Z,2020-03-26T09:23:22Z,2792,2560,279,77
Delgan/loguru,I_kwDOBfwBzM5vzF8-,Seconds and microseconds are missing from the formatted timezone offset,https://github.com/Delgan/loguru/issues/961,,6,['bug'],https://github.com/Delgan/loguru/pull/962,4,0.5749769121505841,936.0,Delgan/loguru,Delgan,loguru,https://github.com/Delgan/loguru,Python logging made (stupidly) simple,18519,Python,2024-06-13T15:57:30Z,2017-08-15T17:22:32Z,963,678,140,0
facebook/prophet,MDU6SXNzdWU2MjAxOTExODE=,Date problem when fitting the model with timezone (R),https://github.com/facebook/prophet/issues/1501,,31,"['bug', 'ready']",https://github.com/facebook/prophet/commit/8f1c1d5a27ee7fdd1a3934c567d6a57959ec9684,2,0.3089519886898493,13104.0,facebook/prophet,facebook,prophet,https://github.com/facebook/prophet,Tool for producing high quality forecasts for time series data that has multiple seasonality with linear or non-linear growth.,17943,Python,2024-06-13T10:25:41Z,2016-11-16T01:50:08Z,2126,4469,442,0
rsms/inter,MDU6SXNzdWUyNTMwODkzMzk=,Diagonal arrows,https://github.com/rsms/inter/issues/16,,5,['Add'],https://github.com/rsms/inter/commit/7da511ebf7865cda95fed8744da808fc1d7648a8,1,0.3476690435197619,319.0,rsms/inter,rsms,inter,https://github.com/rsms/inter,The Inter font family,17145,Python,2024-06-13T09:42:31Z,2017-08-22T07:14:17Z,550,399,163,69
blakeblackshear/frigate,MDU6SXNzdWU3NzQ5NDEzODc=,Timestamp in mjpeg feed gets hidden if mask is set where timestamp should be,https://github.com/blakeblackshear/frigate/issues/438,,3,[],https://github.com/blakeblackshear/frigate/pull/431,2,0.3428125064061892,347.0,blakeblackshear/frigate,blakeblackshear,frigate,https://github.com/blakeblackshear/frigate,NVR with realtime local object detection for IP cameras,15646,Python,2024-06-13T14:45:12Z,2019-01-26T13:52:38Z,5040,1465,168,3219
blakeblackshear/frigate,MDU6SXNzdWU2MDcxNjY4ODQ=,Frigate logs timestamps,https://github.com/blakeblackshear/frigate/issues/127,,4,[],https://github.com/luoj1/frigate/commit/e5d35d58f43df3ee1014aaa4b2a7c820faf58ce3,1,0.4579760827770185,176.0,blakeblackshear/frigate,blakeblackshear,frigate,https://github.com/blakeblackshear/frigate,NVR with realtime local object detection for IP cameras,15646,Python,2024-06-13T14:45:12Z,2019-01-26T13:52:38Z,5040,1465,168,3219
twintproject/twint,MDU6SXNzdWU0MzcwODMwMDY=,Elasticsearch calculation for HOUR and Day,https://github.com/twintproject/twint/issues/401,,7,"['bug', 'resolved']",https://github.com/twintproject/twint/commit/3b07559381e701bdb0808bd8c37fd2fb6afd8583,2,0.5692844519117833,2132.0,twintproject/twint,twintproject,twint,https://github.com/twintproject/twint,"An advanced Twitter scraping & OSINT tool written in Python that doesn't use Twitter's API, allowing you to scrape a user's followers, following, Tweets and more while evading most API limitations.",15621,Python,2024-06-13T15:40:46Z,2017-06-10T15:16:49Z,1173,2719,325,0
netbox-community/netbox,I_kwDOAyWctM5aiipV,"""Current time"" displayed under script/report schedule displays in wrong timezone",https://github.com/netbox-community/netbox/issues/11384,RESOLVED,9,"['type: bug', 'status: accepted']",https://github.com/netbox-community/netbox/commit/0669fda1fd2794ee8a472727fdca1e33c4929431,2,0.3965388553388361,1767.0,netbox-community/netbox,netbox-community,netbox,https://github.com/netbox-community/netbox,The premier source of truth powering network automation. Open source under Apache 2. Public demo: https://demo.netbox.dev,15216,Python,2024-06-13T15:16:24Z,2016-02-29T14:15:46Z,9846,2471,411,3076
netbox-community/netbox,MDU6SXNzdWU4MjY5MDYxODY=,Use TimeZoneSerializerField from django-timezone-field,https://github.com/netbox-community/netbox/issues/5950,RESOLVED,4,"['status: accepted', 'type: housekeeping']",https://github.com/netbox-community/netbox/commit/cb9478e0eaa5853e73718ef6bc52c1f1171678e5,1,0.5947758495730243,305.0,netbox-community/netbox,netbox-community,netbox,https://github.com/netbox-community/netbox,The premier source of truth powering network automation. Open source under Apache 2. Public demo: https://demo.netbox.dev,15216,Python,2024-06-13T15:16:24Z,2016-02-29T14:15:46Z,9846,2471,411,3076
netbox-community/netbox,I_kwDOAyWctM5VdEpZ,Switch to zoneinfo timezone library,https://github.com/netbox-community/netbox/issues/10820,RESOLVED,8,"['status: accepted', 'type: housekeeping']",https://github.com/netbox-community/netbox/commit/3b0a84969bf5275a5de9486f31921ef8c1b9b67c,3,0.4569985741540242,290.0,netbox-community/netbox,netbox-community,netbox,https://github.com/netbox-community/netbox,The premier source of truth powering network automation. Open source under Apache 2. Public demo: https://demo.netbox.dev,15216,Python,2024-06-13T15:16:24Z,2016-02-29T14:15:46Z,9846,2471,411,3076
PrefectHQ/prefect,I_kwDOCEwExM5ls2in,CronSchedule validation fails when provided with a timezone,https://github.com/PrefectHQ/prefect/issues/9535,,19,"['bug', 'good first issue']",https://github.com/ajwadjaved/prefect/commit/a63c332e683fb5a26e9a6d263a6483b8a6801597,3,0.3984715803637354,3243.0,PrefectHQ/prefect,PrefectHQ,prefect,https://github.com/PrefectHQ/prefect,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines",15193,Python,2024-06-13T16:02:21Z,2018-06-29T21:59:26Z,5090,1494,160,395
PrefectHQ/prefect,MDU6SXNzdWU0NDYxMjM4MTA=,Timezone Union Schedule Test Fails,https://github.com/PrefectHQ/prefect/issues/1053,,10,"['bug', 'testing']",https://github.com/PrefectHQ/prefect/pull/1062,3,0.6277091604333744,3157.0,PrefectHQ/prefect,PrefectHQ,prefect,https://github.com/PrefectHQ/prefect,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines",15193,Python,2024-06-13T16:02:21Z,2018-06-29T21:59:26Z,5090,1494,160,395
PrefectHQ/prefect,MDU6SXNzdWU0MjA2ODE1MjE=,Schedules should be timezone aware to (optionally) account for DST,https://github.com/PrefectHQ/prefect/issues/719,,4,[],https://github.com/PrefectHQ/prefect/pull/729,3,0.5799659602186252,152.0,PrefectHQ/prefect,PrefectHQ,prefect,https://github.com/PrefectHQ/prefect,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines",15193,Python,2024-06-13T16:02:21Z,2018-06-29T21:59:26Z,5090,1494,160,395
PrefectHQ/prefect,MDU6SXNzdWUzNzYwMjU3Nzk=,Prefect datetimes need to be timezone-aware (especially schedules),https://github.com/PrefectHQ/prefect/issues/308,,7,[],https://github.com/PrefectHQ/prefect/pull/325,1,0.6930265640687767,1415.0,PrefectHQ/prefect,PrefectHQ,prefect,https://github.com/PrefectHQ/prefect,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines",15193,Python,2024-06-13T16:02:21Z,2018-06-29T21:59:26Z,5090,1494,160,395
PrefectHQ/prefect,I_kwDOCEwExM5aj3-b,Gracefully handle missing timezone configuration,https://github.com/PrefectHQ/prefect/issues/8047,,24,"['enhancement', 'good first issue']",https://github.com/PrefectHQ/prefect/pull/10320,2,0.3211800147095495,2516.0,PrefectHQ/prefect,PrefectHQ,prefect,https://github.com/PrefectHQ/prefect,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines",15193,Python,2024-06-13T16:02:21Z,2018-06-29T21:59:26Z,5090,1494,160,395
PrefectHQ/prefect,I_kwDOCEwExM6GjovT,Validation error using default interval schedule in `prefect deploy`,https://github.com/PrefectHQ/prefect/issues/12834,,7,['bug'],https://github.com/PrefectHQ/prefect/pull/12833,2,0.4023820729933388,3132.0,PrefectHQ/prefect,PrefectHQ,prefect,https://github.com/PrefectHQ/prefect,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines",15193,Python,2024-06-13T16:02:21Z,2018-06-29T21:59:26Z,5090,1494,160,395
PrefectHQ/prefect,I_kwDOCEwExM5-l0b7,"Deployment's Schedule incorrectly shows the timezone as ""UTC""",https://github.com/PrefectHQ/prefect/issues/11924,,7,"['bug', 'ui']",https://github.com/PrefectHQ/prefect-ui-library/pull/2090,2,0.3685717467364632,1891.0,PrefectHQ/prefect,PrefectHQ,prefect,https://github.com/PrefectHQ/prefect,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines",15193,Python,2024-06-13T16:02:21Z,2018-06-29T21:59:26Z,5090,1494,160,395
PrefectHQ/prefect,I_kwDOCEwExM5UJVXn,Timezone parameter to deployment cli for cron schedule,https://github.com/PrefectHQ/prefect/issues/7202,,10,['enhancement'],https://github.com/PrefectHQ/prefect/pull/7282,2,0.3069251874033816,1546.0,PrefectHQ/prefect,PrefectHQ,prefect,https://github.com/PrefectHQ/prefect,"Prefect is a workflow orchestration tool empowering developers to build, observe, and react to data pipelines",15193,Python,2024-06-13T16:02:21Z,2018-06-29T21:59:26Z,5090,1494,160,395
airbytehq/airbyte,I_kwDOEN7yYc5uQ9If,Add more datetime format options (or ability to perform operations) to CDK cursor config,https://github.com/airbytehq/airbyte/issues/29398,,18,"['type/enhancement', 'community', 'team/extensibility', 'autoteam', 'team/use']",https://github.com/airbytehq/airbyte/pull/29504,1,0.4843019297383348,1009.0,airbytehq/airbyte,airbytehq,airbyte,https://github.com/airbytehq/airbyte,"The leading data integration platform for ETL / ELT data pipelines from APIs, databases & files to data warehouses, data lakes & data lakehouses. Both self-hosted and Cloud-hosted.",14568,Python,2024-06-13T15:31:15Z,2020-07-27T23:55:54Z,13765,3737,180,729
airbytehq/airbyte,I_kwDOEN7yYc5qliyr,Source Chartmogul: `Interval` input should follow pattern of one stream per interval,https://github.com/airbytehq/airbyte/issues/27953,,20,"['needs-triage', 'team/connectors-python', 'connectors/source/chartmogul']",https://github.com/airbytehq/airbyte/pull/31517,2,0.3031331108266075,928.0,airbytehq/airbyte,airbytehq,airbyte,https://github.com/airbytehq/airbyte,"The leading data integration platform for ETL / ELT data pipelines from APIs, databases & files to data warehouses, data lakes & data lakehouses. Both self-hosted and Cloud-hosted.",14568,Python,2024-06-13T15:31:15Z,2020-07-27T23:55:54Z,13765,3737,180,729
airbytehq/airbyte,I_kwDOEN7yYc5uZw4P,"Google Analytics: support incremental dedupe syncs using the `yearWeek`, `yearMonth`, and `year` dimensions",https://github.com/airbytehq/airbyte/issues/29458,,7,"['type/enhancement', 'team/connectors-python', 'connectors/source/google-analytics-data-api']",https://github.com/airbytehq/airbyte/pull/30421,3,0.4394060506643085,884.0,airbytehq/airbyte,airbytehq,airbyte,https://github.com/airbytehq/airbyte,"The leading data integration platform for ETL / ELT data pipelines from APIs, databases & files to data warehouses, data lakes & data lakehouses. Both self-hosted and Cloud-hosted.",14568,Python,2024-06-13T15:31:15Z,2020-07-27T23:55:54Z,13765,3737,180,729
airbytehq/airbyte,I_kwDOEN7yYc5Kfm75,:bug: Destination BigQuery Denormalized : lose timezone after insert datetime with TZ,https://github.com/airbytehq/airbyte/issues/13229,,10,"['type/bug', 'needs-triage', 'connectors/destination/bigquery-denormalized']",https://github.com/airbytehq/airbyte/pull/13286,2,0.828278493859987,451.0,airbytehq/airbyte,airbytehq,airbyte,https://github.com/airbytehq/airbyte,"The leading data integration platform for ETL / ELT data pipelines from APIs, databases & files to data warehouses, data lakes & data lakehouses. Both self-hosted and Cloud-hosted.",14568,Python,2024-06-13T15:31:15Z,2020-07-27T23:55:54Z,13765,3737,180,729
